Point Number;X cooridnate;Y coordinate;Z coordinate
2757;603;-372;-180
2758;713;601;612
2759;350;-722;726
2760;-22;73;707
2761;661;-209;733
2762;-20;118;642
2763;661;-633;-14
2764;-587;-1;-30
2765;655;542;653
2766;41;29;-639
2767;-44;62;666
2768;676;687;34
2769;-41;138;682
2770;46;-528;-696
2771;368;-630;753
2772;654;561;685
2773;-841;-9;-76
2774;-681;-70;-567
2775;-642;535;14
2776;-620;660;686
2777;666;553;629
2778;631;417;-127
2779;-276;-467;-525
2780;-735;-589;263
2781;-518;719;-352
2782;690;623;634
2783;-251;-489;-364
2784;-4;-71;-568
2785;-615;-89;482
2786;-351;-475;-270
2787;-684;339;102
2788;-128;-673;150
2789;-688;547;-81
2790;-613;105;-686
2791;-550;767;-436
2792;527;-470;-125
2793;260;-684;775
2794;-570;-87;-573
2795;-569;33;-649
2796;-585;696;777
2797;338;836;-610
2798;507;749;-706
2799;125;-531;-683
2800;-286;351;135
2801;600;685;10
2802;-13;114;668
2803;679;358;-393
2804;67;26;-558
2805;441;238;-234
2806;-36;86;725
2807;-736;-75;-120
2808;-448;-35;-580
2809;-578;15;-452
2810;-63;-697;194
2811;-603;721;763
2812;-554;-80;-543
2813;-564;677;650
2814;645;773;54
2815;389;-491;-96
2816;19;59;-532
2817;-451;815;-285
2818;596;693;-38
2819;-633;-124;-520
2820;584;277;-348
2821;629;-149;800
2822;-36;111;684
2823;-692;73;447
2824;724;816;-115
2825;-567;-54;-633
2826;724;619;679
2827;-409;-535;-434
2828;-696;117;-430
2829;644;-191;774
2830;133;10;-458
2831;-193;282;231
2832;390;-614;807
2833;20;-538;-723
2834;-482;703;-382
2835;724;570;654
2836;-582;-68;127
2837;-839;-577;369
2838;-7;69;696
2839;-633;-74;488
2840;-589;-42;-158
2841;-325;303;108
2842;-863;-584;446
2843;704;-181;757
2844;-806;13;606
2845;-502;367;98
2846;631;643;-170
2847;-562;539;60
2848;424;812;-600
2849;676;614;649
2850;617;-188;726
2851;-615;841;-354
2852;393;627;-470
2853;666;651;642
2854;-726;-54;535
2855;-695;42;534
2856;-291;-474;-478
2857;106;27;-637
2858;343;-683;792
2859;1;80;719
2860;-607;-535;534
2861;-364;-486;-477
2862;607;50;-147
2863;7;18;-594
2864;64;-585;-722
2865;-506;-10;-636
2866;-581;-96;-92
2867;-567;720;648
2868;-106;255;168
2869;-261;-476;-424
2870;-709;32;599
2871;-384;-420;-380
2872;-369;-547;-289
2873;-659;425;-75
2874;37;-522;-800
2875;-798;69;564
2876;650;837;-91
2877;-485;699;740
2878;-607;717;-246
2879;-673;-687;467
2880;-619;-95;575
2881;-666;-89;601
2882;740;624;615
2883;-26;-530;-776
2884;-109;-566;179
2885;-1;97;660
2886;-365;-568;-296
2887;597;679;-27
2888;12;82;646
2889;-13;-52;-563
2890;-587;720;789
2891;-818;45;485
2892;654;688;61
2893;-27;89;656
2894;-759;-65;600
2895;686;-174;700
2896;-600;469;-45
2897;166;1;-602
2898;-556;-56;-421
2899;641;698;-65
2900;358;-708;793
2901;-582;724;642
2902;693;352;-264
2903;-304;-433;-554
2904;566;-549;-254
2905;137;-31;-469
2906;-75;87;679
2907;164;33;-590
2908;-215;-533;-376
2909;-81;-703;198
2910;-631;694;-318
2911;-3;-667;215
2912;345;-684;681
2913;-823;0;-19
2914;686;624;701
2915;702;573;663
2916;-579;-430;407
2917;502;-366;-236
2918;704;568;701
2919;525;-462;-145
2920;350;-407;-120
2921;-95;-581;283
2922;-289;341;250
2923;-830;-208;-2
2924;-493;435;-1
2925;-426;34;-611
2926;328;722;-674
2927;534;370;-331
2928;-672;-110;-522
2929;-775;-109;566
2930;10;-60;-542
2931;680;682;-135
2932;-539;-37;-428
2933;755;809;-108
2934;92;-649;-782
2935;-541;728;-305
2936;-730;-89;93
2937;609;776;8
2938;660;723;-72
2939;-393;-630;-365
2940;-196;210;182
2941;569;-178;729
2942;-571;693;-438
2943;-743;-562;455
2944;-49;-591;225
2945;-761;-508;587
2946;661;548;672
2947;-780;310;45
2948;-18;125;740
2949;609;839;-73
2950;696;-212;681
2951;-518;693;632
2952;-75;-669;270
2953;-115;-622;264
2954;297;-665;780
2955;735;212;-62
2956;462;215;-234
2957;-501;833;-260
2958;738;409;-304
2959;-851;494;119
2960;-605;837;-324
2961;758;849;-125
2962;401;-694;720
2963;27;-644;-762
2964;10;61;692
2965;-72;-696;238
2966;672;617;636
2967;-433;-553;-484
2968;641;560;649
2969;639;612;675
2970;-717;-495;444
2971;-140;-606;192
2972;668;608;643
2973;343;-624;680
2974;327;-700;766
2975;66;5;-518
2976;-557;123;-456
2977;-619;354;134
2978;315;-635;763
2979;439;714;-707
2980;498;-688;-81
2981;524;735;-498
2982;-826;-112;155
2983;-49;-700;169
2984;166;-13;-491
2985;654;840;-6
2986;459;-320;-176
2987;35;-615;-796
2988;739;316;-369
2989;353;615;-621
2990;177;2;-561
2991;-435;-554;-289
2992;-495;-71;-7
2993;460;-382;-290
2994;-689;12;593
2995;-533;655;681
2996;647;-189;753
2997;675;699;-114
2998;106;97;-532
2999;81;-531;-702
3000;-590;139;-472
3001;-534;653;-345
3002;492;847;-578
3003;-705;-115;-583
3004;718;617;-101
3005;-384;-312;-349
3006;699;574;627
3007;-662;497;214
3008;-753;-442;336
3009;-412;-578;-541
3010;-768;72;475
3011;803;631;-15
3012;799;758;-165
3013;-213;-416;-481
3014;43;-656;-712
3015;-681;-34;618
3016;687;544;638
3017;-560;-544;516
3018;-710;9;-69
3019;458;-542;23
3020;-243;355;193
3021;418;615;-703
3022;418;722;-469
3023;-33;-492;-754
3024;662;811;4
3025;-596;654;680
3026;239;678;-572
3027;61;63;-593
3028;449;-583;-57
3029;523;780;-646
3030;536;356;-89
3031;500;-575;33
3032;-81;79;711
3033;-179;255;76
3034;-608;47;94
3035;-673;-85;-691
3036;178;-38;-517
3037;-657;730;-336
3038;-534;-111;-507
3039;-601;-603;496
3040;711;-427;-93
3041;-628;162;-444
3042;452;780;-629
3043;-672;125;-593
3044;508;307;-79
3045;-26;-582;-671
3046;-79;-587;179
3047;30;16;-477
3048;-618;714;-350
3049;-45;-497;-727
3050;28;72;672
3051;3;95;755
3052;-399;-536;-456
3053;-105;-631;133
3054;-461;-405;-454
3055;-78;-577;149
3056;-802;471;181
3057;770;76;-101
3058;-681;586;125
3059;810;310;-127
3060;823;291;-255
3061;410;-694;752
3062;53;-583;-829
3063;-685;25;604
3064;-651;59;37
3065;-628;668;707
3066;-524;710;688
3067;541;66;-243
3068;-625;-282;-11
3069;737;823;-14
3070;-753;42;81
3071;688;550;627
3072;-723;25;-736
3073;-657;-14;-65
3074;-844;13;555
3075;-509;453;130
3076;-693;-479;442
3077;121;-555;-647
3078;-539;-203;-101
3079;149;-523;-702
3080;714;-150;723
3081;644;-208;697
3082;-195;383;135
3083;659;-149;773
3084;105;-103;-527
3085;-273;-383;-362
3086;-758;-30;407
3087;-620;802;-267
3088;585;-607;27
3089;331;-460;-130
3090;-561;835;-326
3091;-53;-708;235
3092;-292;-462;-566
3093;335;-620;708
3094;-787;338;61
3095;604;-138;745
3096;43;-654;-666
3097;-95;-561;200
3098;597;-235;769
3099;-457;700;-429
3100;-552;-23;-513
3101;-667;141;-717
3102;-667;-45;-99
3103;-737;511;-19
3104;485;120;-120
3105;779;701;-204
3106;-693;-77;-489
3107;264;-713;719
3108;79;-72;-517
3109;749;84;-85
3110;700;-227;718
3111;-705;149;-586
3112;347;639;-685
3113;685;-386;-241
3114;-525;613;688
3115;-790;-57;512
3116;-776;-277;-35
3117;-600;-512;361
3118;65;-643;-773
3119;-664;61;441
3120;9;84;-575
3121;-530;641;729
3122;-608;333;203
3123;-619;-576;472
3124;-52;-648;266
3125;-189;172;132
3126;1;51;-500
3127;-781;-11;419
3128;-46;-631;127
3129;515;664;-602
3130;-6;-561;-656
3131;338;-658;781
3132;-260;241;155
3133;-138;-608;196
3134;391;637;-577
3135;2;75;714
3136;679;635;658
3137;-268;305;219
3138;-549;693;-273
3139;487;194;-224
3140;-551;89;-645
3141;-503;-48;-689
3142;351;-610;735
3143;363;-517;-218
3144;-682;317;-13
3145;-577;693;-276
3146;-653;-130;37
3147;-595;-148;-545
3148;465;775;-583
3149;-558;618;-371
3150;-558;650;-335
3151;-527;688;691
3152;526;92;-121
3153;676;-219;722
3154;684;-207;754
3155;4;69;-570
3156;-307;-487;-342
3157;-625;-107;573
3158;-595;690;705
3159;-29;-648;213
3160;-757;45;426
3161;-572;638;-331
3162;-718;-41;562
3163;-9;-628;-704
3164;-509;740;-340
3165;676;661;-114
3166;621;71;-179
3167;442;258;-158
3168;-596;751;735
3169;-527;729;657
3170;-13;-595;168
3171;49;-511;-816
3172;-538;869;-327
3173;-217;223;275
3174;653;629;656
3175;-584;675;643
3176;17;93;714
3177;-811;-84;537
3178;-65;-622;250
3179;661;-417;-214
3180;103;29;-452
3181;-711;122;-485
3182;-692;501;90
3183;660;581;595
3184;-438;-479;-273
3185;683;-216;720
3186;-531;770;694
3187;-806;-95;494
3188;-790;422;10
3189;-498;699;714
3190;15;-14;-514
3191;-623;-37;492
3192;-464;821;-294
3193;338;-711;675
3194;775;699;23
3195;-524;-144;64
3196;417;733;-466
3197;-712;375;31
3198;-110;341;119
3199;-508;829;-424
3200;103;-492;-735
3201;-829;-84;557
3202;96;-469;-750
3203;90;-530;-765
3204;413;828;-646
3205;443;-418;-226
3206;647;745;23
3207;-228;250;55
3208;-530;792;-357
3209;403;-496;-206
3210;305;-703;775
3211;-178;328;52
3212;-57;54;676
3213;488;283;-232
3214;-480;627;-394
3215;-688;-151;-541
3216;-801;-622;412
3217;-512;673;783
3218;656;-144;767
3219;-515;760;-476
3220;-621;-600;449
3221;777;722;-212
3222;98;95;-558
3223;-540;353;-10
3224;-696;99;-418
3225;-680;402;139
3226;683;653;-127
3227;-625;-106;538
3228;-467;667;-294
3229;607;-130;728
3230;571;-553;63
3231;-176;294;249
3232;583;159;-48
3233;-603;780;-376
3234;649;-202;757
3235;652;648;639
3236;140;-54;-620
3237;-607;718;-283
3238;-736;-2;-615
3239;-644;-129;96
3240;-2;66;650
3241;543;-370;-139
3242;-619;706;-327
3243;-677;-174;-141
3244;733;646;638
3245;-262;227;253
3246;625;-152;774
3247;598;-191;716
3248;-872;-504;392
3249;-850;-549;436
3250;-737;369;-33
3251;-182;210;103
3252;7;84;746
3253;-693;83;-44
3254;590;-166;696
3255;-605;-579;365
3256;604;-144;744
3257;22;80;-559
3258;300;669;-559
3259;35;6;-562
3260;417;-640;727
3261;-691;40;638
3262;-595;-91;19
3263;323;-685;695
3264;-158;-624;247
3265;554;275;-375
3266;329;824;-552
3267;347;-641;787
3268;387;815;-649
3269;723;641;-31
3270;-633;11;429
3271;-684;-86;538
3272;-596;-74;19
3273;25;-10;-586
3274;121;-547;-771
3275;17;116;715
3276;738;117;-159
3277;663;355;-169
3278;-542;670;-415
3279;-579;-603;463
3280;-843;397;127
3281;-604;426;237
3282;595;-385;-197
3283;518;360;-342
3284;593;812;-80
3285;-432;-363;-481
3286;-218;327;136
3287;-554;727;729
3288;-588;691;-443
3289;-136;-585;197
3290;-801;-54;38
3291;-544;739;763
3292;-557;323;58
3293;-669;-84;176
3294;490;-418;-161
3295;12;68;-594
3296;89;6;-462
3297;398;652;-649
3298;61;-552;-687
3299;-672;-386;390
3300;590;-221;721
3301;724;623;-15
3302;-316;-561;-309
3303;-618;783;-384
3304;-438;-427;-529
3305;96;-567;-798
3306;-84;-635;229
3307;-54;116;659
3308;-495;631;718
3309;-658;-171;168
3310;-751;488;122
3311;-493;-19;-549
3312;691;605;675
3313;448;617;-610
3314;324;-580;787
3315;362;-595;772
3316;-166;407;181
3317;-206;271;80
3318;374;-598;787
3319;806;666;-89
3320;-577;738;-454
3321;-673;-238;138
3322;-161;394;226
3323;-401;-345;-486
3324;-720;603;83
3325;295;-627;775
3326;-212;326;147
3327;-693;564;38
3328;-595;546;-32
3329;-52;-663;166
3330;660;625;682
3331;-761;-551;394
3332;27;-1;-491
3333;330;-750;751
3334;525;120;-403
3335;-22;128;734
3336;-11;115;748
3337;-737;-610;356
3338;504;137;-76
3339;-758;-12;422
3340;-72;-675;194
3341;20;-576;-637
3342;12;-620;-679
3343;-37;-668;151
3344;55;-96;-522
3345;-494;630;-377
3346;-838;-31;506
3347;-564;-162;76
3348;772;702;-117
3349;-746;2;632
3350;389;-654;759
3351;322;846;-615
3352;-273;371;215
3353;615;-517;-302
3354;792;732;-201
3355;-691;55;485
3356;-711;-130;-85
3357;762;306;-258
3358;-116;-569;220
3359;679;599;649
3360;-708;-1;422
3361;684;566;621
3362;365;720;-703
3363;33;-3;-648
3364;-548;660;-291
3365;-635;9;-673
3366;-720;433;236
3367;-612;528;85
3368;-124;-567;187
3369;-522;-7;-48
3370;684;186;-125
3371;-254;310;220
3372;-447;708;-410
3373;727;331;-161
3374;-648;-207;-80
3375;693;29;-315
3376;331;-694;818
3377;-543;660;629
3378;-793;-46;575
3379;-241;-432;-441
3380;18;84;679
3381;-754;462;13
3382;-437;820;-384
3383;-29;-647;198
3384;263;-648;695
3385;-673;25;456
3386;-819;-30;552
3387;-342;-576;-545
3388;478;284;-106
3389;-730;-540;410
3390;-757;316;-70
3391;86;-567;-745
3392;-333;-478;-528
3393;-610;621;751
3394;413;799;-666
3395;668;582;673
3396;41;108;685
3397;22;39;-472
3398;-781;-441;518
3399;-607;53;480
3400;-619;691;-414
3401;628;834;-19
3402;67;-511;-662
3403;-86;-665;212
3404;-492;655;770
3405;562;320;-98
3406;-100;-598;287
3407;-352;-568;-565
3408;451;-343;-171
3409;-635;183;-686
3410;-106;-657;190
3411;696;607;590
3412;-600;-463;520
3413;114;-34;-585
3414;64;-30;-564
3415;-553;-579;345
3416;770;140;-274
3417;-620;-47;618
3418;22;17;-477
3419;-617;-149;42
3420;393;-611;765
3421;-453;733;-348
3422;340;722;-656
3423;720;416;-228
3424;-76;-591;255
3425;440;560;-597
3426;691;215;-201
3427;-553;747;-461
3428;431;-622;-202
3429;-475;-591;-400
3430;52;20;-583
3431;-684;-142;-543
3432;-729;-386;413
3433;-359;-488;-487
3434;-757;23;461
3435;-643;706;-400
3436;405;780;-656
3437;-831;-445;539
3438;-830;-130;-79
3439;460;168;-258
3440;-597;-57;-152
3441;363;-516;-76
3442;-632;-67;492
3443;-444;-422;-336
3444;325;-703;771
3445;-881;-529;486
3446;-716;-601;306
3447;429;202;-160
3448;-555;-613;416
3449;-816;-5;502
3450;-589;-572;323
3451;-745;-177;-97
3452;-519;663;696
3453;-46;151;670
3454;-44;-710;197
3455;-706;33;-140
3456;719;-218;738
3457;654;-172;694
3458;677;-492;-84
3459;-774;-60;-658
3460;702;253;-422
3461;364;-660;671
3462;-659;-84;504
3463;72;-577;-735
3464;-182;409;162
3465;603;-135;701
3466;-344;-441;-360
3467;-190;217;243
3468;-765;426;191
3469;-666;-118;547
3470;27;-540;-668
3471;-146;-620;154
3472;64;-589;-731
3473;432;699;-516
3474;63;-634;-740
3475;-18;-23;-560
3476;-749;73;431
3477;295;-608;763
3478;19;73;726
3479;469;721;-586
3480;286;-613;759
3481;-549;-7;-741
3482;676;-241;688
3483;586;725;-66
3484;261;-655;696
3485;611;-195;752
3486;434;809;-547
3487;-493;636;696
3488;104;-80;-631
3489;344;-719;681
3490;-37;129;640
3491;145;37;-506
3492;808;773;-100
3493;435;231;-206
3494;-559;652;-415
3495;142;-550;-733
3496;48;-528;-725
3497;-685;-125;-663
3498;-630;722;734
3499;412;546;-662
3500;778;598;-29
3501;-53;149;725
3502;-755;-50;-664
3503;-414;-469;-284
3504;-778;598;58
3505;-798;-18;9
3506;-588;557;19
3507;521;-424;-117
3508;626;685;16
3509;128;-609;-775
3510;-66;65;666
3511;-691;451;171
3512;694;655;653
3513;-61;58;717
3514;-565;644;-386
3515;-707;423;-116
3516;-759;-537;406
3517;-527;648;-418
3518;-660;-506;461
3519;382;610;-702
3520;-332;-362;-400
3521;-535;8;-618
3522;-705;389;-84
3523;-471;702;-357
3524;714;-219;699
3525;2;-29;-486
3526;-278;183;148
3527;722;300;-137
3528;388;-498;-260
3529;688;369;-87
3530;348;646;-536
3531;301;-619;686
3532;595;388;-246
3533;366;752;-666
3534;456;769;-541
3535;601;312;-114
3536;685;-392;-47
3537;316;-694;790
3538;-282;346;258
3539;367;-439;-61
3540;677;688;0
3541;-160;-628;227
3542;0;30;-538
3543;-639;-93;142
3544;-751;98;-614
3545;-589;-542;327
3546;-209;-494;-384
3547;605;-240;716
3548;-542;727;-396
3549;-128;216;143
3550;-44;-632;130
3551;-254;-548;-539
3552;9;104;641
3553;73;-22;-530
3554;-658;-27;-415
3555;645;787;-20
3556;322;-707;792
3557;-16;125;747
3558;-480;735;-400
3559;-48;75;736
3560;-516;722;763
3561;347;-665;741
3562;399;796;-563
3563;-91;-633;145
3564;781;675;-75
3565;852;738;-91
3566;666;-193;686
3567;611;-390;-224
3568;526;355;-371
3569;-618;549;27
3570;-507;-31;-697
3571;417;784;-620
3572;110;-611;-697
3573;-491;620;-350
3574;680;-187;724
3575;278;-642;799
3576;-563;824;-257
3577;598;-608;33
3578;634;573;644
3579;700;586;-157
3580;692;750;-21
3581;272;695;-522
3582;341;631;-573
3583;386;-589;783
3584;602;-140;731
3585;27;-655;-710
3586;-693;39;437
3587;-529;20;-544
3588;-675;160;-481
3589;717;553;630
3590;-610;773;-389
3591;-684;-586;437
3592;55;-592;-744
3593;-55;76;711
3594;376;-613;768
3595;643;-253;768
3596;-510;-135;4
3597;359;-468;42
3598;60;85;-486
3599;115;42;-534
3600;292;-658;666
3601;695;-190;745
3602;-65;69;731
3603;-540;730;763
3604;75;-635;-773
3605;24;-35;-549
3606;-623;318;39
3607;-679;-126;555
3608;47;-47;-547
3609;-479;715;676
3610;448;657;-659
3611;817;757;-137
3612;691;290;-390
3613;31;82;-498
3614;-485;687;654
3615;64;-533;-812
3616;485;-441;30
3617;-387;-432;-413
3618;-203;-500;-420
3619;-529;620;650
3620;-674;-98;553
3621;-616;83;-660
3622;-555;735;654
3623;-760;-42;61
3624;-520;666;768
3625;677;92;-378
3626;-677;-14;78
3627;-874;432;105
3628;-421;-575;-467
3629;-629;20;616
3630;624;175;-241
3631;544;-528;-146
3632;-835;441;12
3633;-642;104;-422
3634;653;-235;701
3635;620;653;39
3636;-125;-585;227
3637;-187;354;136
3638;660;-224;698
3639;497;-507;98
3640;-564;675;-311
3641;-577;758;704
3642;562;-550;26
3643;-191;266;228
3644;-755;56;490
3645;281;-689;711
3646;740;621;631
3647;-244;189;108
3648;-17;44;669
3649;294;-741;745
3650;-645;-475;544
3651;450;702;-664
3652;433;801;-610
3653;-602;651;742
3654;22;21;-461
3655;-675;95;487
3656;583;-528;-42
3657;-3;145;738
3658;-748;-57;583
3659;-563;641;776
3660;49;38;-547
3661;698;-206;764
3662;-746;463;-22
3663;-103;-569;164
3664;303;794;-703
3665;-710;-135;103
3666;-55;-624;217
3667;88;-653;-706
3668;682;632;643
3669;-33;71;716
3670;-473;116;-599
3671;647;673;-94
3672;48;-538;-808
3673;672;-265;742
3674;-488;-565;-514
3675;493;-553;-262
3676;-11;8;-559
3677;-657;-393;391
3678;-473;709;-446
3679;-515;845;-359
3680;652;-558;-282
3681;644;-178;773
3682;833;694;-10
3683;839;130;-149
3684;463;679;-513
3685;-665;40;585
3686;677;716;-36
3687;691;544;644
3688;-586;686;630
3689;82;-571;-800
3690;812;760;-128
3691;-628;160;-486
3692;25;-590;-773
3693;639;-189;682
3694;-585;777;-359
3695;-804;-56;-31
3696;463;714;-546
3697;313;-727;701
3698;-812;-52;-164
3699;715;603;700
3700;114;-519;-785
3701;635;628;-116
3702;-521;726;781
3703;666;549;662
3704;-640;-7;-500
3705;338;-599;767
3706;415;-379;-164
3707;36;-630;-673
3708;659;638;609
3709;-572;401;-40
3710;-429;-326;-409
3711;-309;-633;-465
3712;793;672;-126
3713;641;-174;736
3714;800;723;41
3715;-700;-53;612
3716;621;662;-170
3717;436;578;-600
3718;682;201;-364
3719;605;-466;55
3720;706;210;-316
3721;65;19;-574
3722;795;191;-287
3723;601;-200;713
3724;345;-601;687
3725;693;570;615
3726;354;-669;672
3727;732;664;-112
3728;-781;-121;471
3729;-615;685;763
3730;-693;402;156
3731;810;696;7
3732;-572;639;768
3733;-702;-590;395
3734;655;811;-105
3735;795;659;-162
3736;-176;301;247
3737;663;200;-330
3738;328;-591;802
3739;368;-734;750
3740;378;767;-624
3741;-674;105;510
3742;-530;709;-433
3743;-618;795;-344
3744;-484;676;656
3745;-67;-687;245
3746;-754;30;594
3747;-584;296;-48
3748;-824;424;191
3749;-116;-630;281
3750;314;599;-703
3751;-427;695;-295
3752;-611;352;-94
3753;743;764;25
3754;359;-679;654
3755;-523;-93;12
3756;-611;315;52
3757;837;689;-141
3758;-40;125;725
3759;-92;-591;283
3760;680;621;616
3761;604;-170;706
3762;578;-184;731
3763;-582;624;677
3764;-576;761;-468
3765;384;-720;740
3766;366;749;-708
3767;657;-145;711
3768;-753;545;164
3769;699;557;614
3770;-142;351;253
3771;-556;743;776
3772;-222;258;283
3773;-556;699;743
3774;702;673;19
3775;-13;21;-519
3776;708;578;606
3777;389;-681;745
3778;-693;453;-106
3779;696;74;-376
3780;-25;108;757
3781;686;564;612
3782;-613;101;-647
3783;704;552;639
3784;644;372;-160
3785;-496;-182;61
3786;-339;274;157
3787;808;659;-69
3788;665;543;673
3789;-541;-40;-435
3790;-360;-610;-365
3791;129;-566;-729
3792;342;661;-491
3793;-545;809;-452
3794;797;737;-48
3795;-115;266;117
3796;487;186;-135
3797;327;696;-542
3798;-801;490;28
3799;-690;194;-535
3800;47;-593;-740
3801;6;23;-506
3802;-692;17;581
3803;-474;769;-416
3804;-44;137;732
3805;-562;617;718
3806;-695;-31;522
3807;-215;247;223
3808;-190;310;256
3809;308;726;-632
3810;-474;811;-249
3811;700;-539;-82
3812;726;595;704
3813;-263;298;57
3814;-487;-459;-297
3815;-254;-470;-431
3816;-533;461;12
3817;446;-442;-210
3818;306;736;-636
3819;609;-306;-23
3820;-349;-369;-317
3821;43;-557;-766
3822;-619;466;-79
3823;652;193;-19
3824;480;770;-675
3825;291;-691;777
3826;-39;104;688
3827;-567;645;-302
3828;-805;507;-23
3829;-53;132;672
3830;-630;-79;-44
3831;650;630;651
3832;127;-23;-525
3833;-61;104;651
3834;-556;330;9
3835;-31;-597;182
3836;-814;-496;381
3837;-681;-302;29
3838;-616;-46;-501
3839;-465;-315;-433
3840;692;646;629
3841;-667;-438;305
3842;-27;155;679
3843;-35;-540;-766
3844;-431;718;-368
3845;-581;698;630
3846;710;583;-115
3847;613;682;-69
3848;-49;143;701
3849;-167;319;51
3850;-751;-44;562
3851;533;686;-532
3852;-619;652;-351
3853;-27;-662;158
3854;63;-7;-470
3855;592;-192;778
3856;-48;-696;235
3857;-651;368;-59
3858;-75;79;714
3859;-723;325;-36
3860;-158;278;46
3861;-575;665;-261
3862;-404;-541;-318
3863;663;651;671
3864;-234;-338;-362
3865;388;654;-641
3866;-699;-168;181
3867;-32;63;673
3868;388;-597;751
3869;534;260;-50
3870;-134;380;109
3871;113;-481;-770
3872;-703;-576;535
3873;-668;-661;421
3874;0;86;736
3875;-685;-228;-25
3876;595;311;-330
3877;676;131;-119
3878;-712;140;-570
3879;-39;42;676
3880;651;-525;-279
3881;109;-74;-583
3882;-446;-459;-499
3883;-559;740;-421
3884;6;100;647
3885;423;546;-565
3886;-34;121;641
3887;-73;103;707
3888;-560;9;-419
3889;93;2;-617
3890;-306;-630;-504
3891;-12;69;711
3892;654;321;-367
3893;499;265;-262
3894;-510;618;749
3895;640;-213;776
3896;723;-177;749
3897;666;229;-388
3898;757;594;637
3899;-164;340;94
3900;-52;-650;189
3901;-672;31;636
3902;396;-652;798
3903;-607;-564;514
3904;793;747;31
3905;-606;537;-71
3906;644;-610;-74
3907;133;-24;-545
3908;-18;86;660
3909;603;700;-132
3910;-484;721;760
3911;526;-528;83
3912;727;611;691
3913;-639;-460;366
3914;-544;717;755
3915;-844;-429;385
3916;585;-173;746
3917;60;-551;-808
3918;33;-630;-703
3919;-675;306;168
3920;700;672;-28
3921;-164;387;97
3922;313;811;-629
3923;79;-514;-647
3924;589;-162;733
3925;-57;120;724
3926;-87;-648;159
3927;654;-112;758
3928;-260;187;221
3929;-590;2;-432
3930;483;-313;-89
3931;711;533;650
3932;607;183;-284
3933;-793;-72;145
3934;685;619;677
3935;-580;108;-723
3936;-77;102;665
3937;708;580;668
3938;100;-33;-622
3939;281;-618;731
3940;-539;698;720
3941;-738;-535;252
3942;688;-241;778
3943;-669;-489;531
3944;3;-630;-726
3945;-528;694;-362
3946;171;-6;-599
3947;35;84;706
3948;-598;-511;420
3949;314;-678;662
3950;-21;108;646
3951;326;-582;693
3952;-49;100;693
3953;417;-615;718
3954;-719;-135;509
3955;721;616;-63
3956;-299;-404;-452
3957;-707;-93;514
3958;-727;82;512
3959;-425;738;-314
3960;-673;-64;29
3961;-756;45;-87
3962;-12;-488;-793
3963;477;740;-477
3964;-739;515;178
3965;-495;753;-230
3966;110;-528;-723
3967;346;849;-612
3968;-638;490;183
3969;-510;662;773
3970;-48;-619;176
3971;68;82;-569
3972;446;-332;-146
3973;-664;-73;178
3974;-811;-549;387
3975;-112;-578;266
3976;335;608;-725
3977;-771;80;566
3978;585;83;-188
3979;-8;-469;-728
3980;800;328;-206
3981;561;281;-283
3982;179;17;-598
3983;-695;310;-79
3984;-527;21;-595
3985;8;-514;-685
3986;509;253;-195
3987;-832;522;-7
3988;427;788;-468
3989;-292;-405;-302
3990;121;18;-522
3991;-740;-594;399
3992;463;-625;-258
3993;84;-609;-746
3994;632;820;-20
3995;48;-567;-694
3996;-733;-602;515
3997;-758;-214;150
3998;345;745;-489
3999;703;628;-126
4000;536;-286;-188
4001;591;-499;-294
4002;65;-111;-590
4003;-739;-82;418
4004;-253;-495;-414
4005;-664;447;15
4006;496;693;-547
4007;587;-189;697
4008;672;-210;680
4009;-319;317;158
4010;-527;-489;-403
4011;583;741;-15
4012;529;-521;-179
4013;24;-532;-633
4014;662;594;592
4015;323;-475;-136
4016;405;-597;756
4017;428;739;-605
4018;108;-607;-717
4019;629;22;-198
4020;-13;104;634
4021;-473;855;-374
4022;-26;-560;183
4023;24;92;728
4024;-638;-386;405
4025;-756;-616;492
4026;-390;-286;-440
4027;-575;-167;-587
4028;-19;137;719
4029;85;-555;-755
4030;498;-436;22
4031;587;-205;783
4032;487;-573;-271
4033;-657;264;114
4034;487;577;-574
4035;-386;-347;-456
4036;-579;706;761
4037;152;-574;-758
4038;707;602;666
4039;-53;101;684
4040;638;158;-393
4041;-24;131;689
4042;67;56;-576
4043;-623;505;213
4044;95;-631;-758
4045;-555;807;-339
4046;-242;393;87
4047;-810;-469;531
4048;-266;257;178
4049;-61;83;718
4050;554;-505;-124
4051;-373;-364;-365
4052;85;-92;-603
4053;107;-37;-542
4054;-778;66;589
4055;-490;19;-580
4056;-826;-87;571
4057;512;314;-192
4058;113;-626;-776
4059;-220;222;133
4060;-618;761;-421
4061;-293;-499;-296
4062;673;-195;744
4063;63;-536;-674
4064;702;573;637
4065;-86;-687;218
4066;-684;-121;-168
4067;-450;-554;-467
4068;662;-117;718
4069;685;-204;700
4070;316;-693;822
4071;-597;-160;-563
4072;-55;129;649
4073;123;-30;-486
4074;821;183;-221
4075;722;578;672
4076;703;597;638
4077;-785;-559;482
4078;-716;-375;397
4079;-441;-580;-508
4080;-444;-391;-401
4081;-611;-78;514
4082;558;394;-113
4083;-1;-66;-506
4084;-461;807;-312
4085;103;6;-463
4086;-189;282;50
4087;55;11;-591
4088;-747;7;497
4089;719;552;609
